画,72
乱,72
女孩儿,72
…,72
换,72
一一,72
成,72
雪雁,72
长,72
说起,72
嚷,72
出门,72
闲话,72
觉得,72
极,71
真是,71
今年,71
必是,71
另,71
一定,71
几句,71
床上,71
生日,71
里间,71
冷,70
着急,70
乃,70
新,70
贾,70
叔叔,70
干净,70
头里,70
门上,69
时常,69
跪下,69
混,69
好歹,69
原是,69
也好,69
他家,69
呆,69
宝蟾,69
躺,69
未了,69
慢慢,68
不来,68
因见,68
妈,68
命人,68
眼睛,68
当日,67
再说,67
渐渐,67
娘,67
跳,67
偷,67
有事,67
一位,67
却说,67
不在话下,67
剩,67
；,67
暂且,66
可怜,66
无奈,66
吓,66
但是,66
爷,66
蝌,66
半天,66
念,66
刚才,66
抱怨,65
女孩子,65
商量,65
地,65
欢喜,65
不及,65
一人,65
送来,65
何苦,64
嗳,64
刚,64
看看,64
留,64
屋子,64
赶,64
湘莲,64
拿来,64
‘,64
、,64
回到,64
大老爷,64
一径,64
讲,64
放下,64
名字,64
读书,63
’,63
凤丫头,63
恐怕,63
隔,63
了不得,63
因为,63
一顿,63
未免,63
似,62
红,62
先生,62
哟,62
二姐,62
何必,62
不住,62
越,62
一把,62
从此,62
矣,62
口,62
须,62
凡,62
放在,62
之后,62
嫌,62
一阵,61
当下,61
不该,61
猜,61
;,61
贾母王,61
穿着,61
一笑,61
断,61
尚未,61
仔细,61
传,61
近日,60
恼,60
照应,60
瞅,60
虽说,60
可惜,60
亏,60
一早,60
究竟,60
绣,60
饶,59
必定,59
宝兄弟,59
贾政听,59
可知,59
后面,59
嘱咐,59
交给,59
学,59
之物,59
睡着,59
办,59
仍旧,58
事来,58
道理,58
不了,58
一杯,58
眼泪,58
就要,58
琥珀,58
一则,58
冯紫英,58
啐,58
各人,58
回说,58
贼,58
得罪,58
未必,58
那丫头,57
白,57
唤,57
我要,57
摆,57
贾兰,57
之意,57
回道,57
庵,57
门前,56
动,56
不会,56
打点,56
一半,56
梳洗,56
戏,56
彩云,56
一语,56
好容易,56
只顾,56
听得,56
春,55
便知,55
不禁,55
门口,55
大观园,55
理,55
姑子,55
礼,55
岂知,55
规矩,55
推,54
下去,54
拿出,54
兴儿,54
藕,54
好处,54
托,54
姐儿,54
&#,54
秦氏,54
39,54
言,54
回身,54
晚间,54
进入,53
泪来,53
或者,53
挂,53
妥当,53
外间,53
贾母因,53
抱,53
本来,53
不中用,53
司棋,53
样子,53
巧姐儿,52
荣府,52
故意,52
衙门,52
或是,52
这日,52
轻轻,52
念书,52
慌,52
红了脸,52
不自在,52
女,52
年轻,52
利害,52
大人,51
眼,51
惟有,51
而已,51
跪,51
唱,51
小子,51
一点儿,51
你别,51
磕头,51
从前,51
果子,51
满,51
复,51
斟,51
声,51
各色,51
胡说,51
自去,51
别处,51
有趣,51
那婆子,51
抬,51
个人,51
园内,50
爷们,50
伸手,50
歇歇,50
不尽,50
赌气,50
那样,50
天,50
两边,50
蓉,50
退出,50
晚饭,50
使不得,49
勉强,49
据,49
委屈,49
上下,49
躲,49
不同,49
老嬷嬷,49
富贵,49
迎,49
天下,48
口里,48
罚,48
觉,48
这句,48
何不,48
文章,48
见过,48
诧异,48
点,48
金,48
此事,48
说些,48
娘娘,48
两句,48
受用,48
家去,48
不错,47
赖,47
引,47
仗,47
一辈子,47
况,47
低头,47
翠缕,47
撵,47
头上,47
从小儿,47
柳家,47
归,47
忙忙,47
送到,47
逛逛,47
体面,46
带领,46
取笑,46
本,46
造化,46
索性,46
人去,46
碗,46
姑奶奶,46
来看,46
歇息,46
房子,46
紫鹃道,46
不信,46
一应,46
借,46
蟾,46
说明,46
之间,46
早起,46
自有,46
王爷,46
梦,46
妹子,46
一行,46
洗,46
一首,46
太监,45
古人,45
大小,45
指着,45
大红,45
照看,45
嘴里,45
名,45
不大,45
更加,45
睡觉,45
三人,45
除了,45
亲友,45
端,45
花儿,45
烧,45
邢王二,45
寺,45
汤,45
扇子,45
常,44
小孩子,44
认真,44
彼此,44
旺儿,44
答言,44
上房,44
问问,44
按,44
不吃,44
带来,44
一条,44
那么,44
怪,44
背地里,44
错,44
望,44
卖,44
细细的,44
能够,44
老子,44
那宝玉,44
入,44
立刻,44
珍,43
看来,43
抬头,43
赖大,43
银,43
反倒,43
急忙,43
没见,43
二字,43
旧,43
来往,43
不妨,43
讨,43
藏,43
不好意思,43
贾府,43
行,43
舅舅,43
旁,43
风流,43
北静王,43
一边,43
醒,42
近来,42
打开,42
神,42
再者,42
细细,42
使唤,42
在内,42
水,42
厅,42
桌上,42
短,42
女子,42
一碗,42
回房,42
一头,42
打死,42
搁,42
车,42
榻,42
蹄子,42
混帐,42
说出,42
省,42
挑,42
玉钏儿,42
每人,42
进京,41
真真,41
巧姐,41
强,41
抢,41
下卷,41
令人,41
夫妻,41
鬼,41
撞,41
张,41
何曾,41
阿弥陀佛,41
回明,41
拍手,41
淘气,41
两天,41
心事,41
饮,41
搬,41
倒好,41
磕,41
听听,41
即刻,40
大哭,40
安慰,40
外人,40
守,40
歪,40
不解,40
我来,40
窗外,40
发,40
这倒,40
云,40
何处,40
何,40
公子,40
够,40
然,40
不到,40
领,40
告辞,40
想道,40
撂,40
怪道,40
容易,40
士隐,40
馆,40
改,40
分,40
远,40
打谅,40
师父,40
二门,39
假,39
天气,39
多心,39
姑妈,39
吃了饭,39
呀,39
偶然,39
巴不得,39
往前,39
这事,39
这有,39
赶忙,39
幸而,39
俗语说,39
谁家,39
金钏儿,39
乐,39
今见,39
弟兄,39
疑惑,39
幸亏,38
我原,38
没个,38
可见,38
拉着,38
闷,38
大嫂子,38
不用说,38
孝敬,38
帘子,38
除,38
尤氏道,38
痰,38
情,38
必要,38
丰儿,38
养,38
道士,38
小心,38
何事,38
因说,38
掉,38
远远,38
颜色,38
四人,38
金陵,38
碰,38
说来,38
*,38
操心,38
辞,38
独有,38
马,38
母女,38
几次,38
兼,38
才刚,38
指,37
配,37
祖宗,37
大约,37
银钱,37
非,37
执事,37
问好,37
余者,37
门外,37
离,37
上学,37
李嬷嬷,37
赶来,37
而且,37
没什么,37
不算,37
行事,37
未可知,37
院门,37
新鲜,37
诸事,37
三日,37
贾瑞,37
厨房,37
之事,37
相干,37
意,36
空儿,36
坠儿,36
先前,36
站住,36
南边,36
咧,36
走进,36
角门,36
以为,36
小事,36
更好,36
好看,36
怨不得,36
一步,36
一种,36
甄宝玉,36
一事,36
转身,36
一层,36
全,36
已有,36
贾妃,36
悄悄,36
法儿,36
凑,36
独,36
包勇,36
伤感,36
系,36
拜,36
样儿,36
回至,36
还好,36
纵,36
会意,36
叫作,36
乃是,36
间,36
房门,35
蘅,35
明年,35
念道,35
不象,35
院内,35
着实,35
房,35
爷爷,35
屋内,35
懂,35
笑嘻嘻,35
这位,35
要是,35
这才,35
这种,35
开门,35
好事,35
催,35
姐妹,35
未知,35
来到,35
不少,35
不够,35
醉,35
一次,35
倒象,35
有理,35
精神,35
一并,35
喝酒,35
偏生,35
交与,35
咳嗽,35
四字,35
肯,35
两件,35
手帕,35
坏,35
法子,35
自从,35
名唤,35
昨夜,35
菩萨,35
为的是,35
袭人见,35
人人,35
尤三姐,35
海棠,34
照管,34
便宜,34
荣国府,34
没意思,34
安歇,34
环儿,34
板儿,34
谢,34
头儿,34
疯,34
一带,34
亲家,34
夜,34
早有,34
早些,34
闲,34
平儿忙,34
话儿,34
一起,34
瞒,34
报,34
灯,34
掩,34
当着,33
神仙,33
活,33
杯,33
写道,33
烦,33
婆婆,33
要说,33
走开,33
贾芹,33
上夜,33
搭,33
薛蟠道,33
失,33
祭,33
行礼,33
不快,33
后门,33
顽笑,33
那年,33
作主,33
一下,33
一分,33
一副,33
针线,33
理会,33
终,33
前来,33
啊,33
奇,33
几句话,32
端的,32
铺,32
后头,32
好不好,32
教,32
姓,32
往日,32
彼时,32
脱,32
故事,32
尤氏笑,32
答道,32
梅花,32
二叔,32
向宝玉,32
实,32
夜里,32
没趣,32
巧,32
不忍,32
办事,32
女婿,32
因而,32
一枝,32
打算,32
|,32
一味,32
合,32
贾家,32
纸,32
纳闷,32
救,32
呆呆,32
处来,32
日夜,32
正值,32
苦,32
模样儿,32
夹,32
焙,32
贾蔷,32
庙里,32
几时,32
登时,32
老娘,32
人物,32
高,32
多早晚,32
后悔,31
曰,31
五,31
进城,31
知是,31
两处,31
辜负,31
抹,31
现成,31
脚,31
门子,31
暗暗,31
微微,31
快快,31
细,31
何况,31
不得了,31
二位,31
何等,31
你好,31
一根,31
雪,31
辛苦,31
山石,31
一直,31
头发,31
老婆,31
呈,31
省得,31
一同,31
前头,31
帮,31
点点头,31
一路,31
饮食,31
想必,31
奇怪,31
李贵,31
背后,31
非常,31
菜,31
人口,31
脾气,30
明知,30
抄,30
十个,30
没法,30
不顾,30
周瑞,30
不足,30
吐,30
庙,30
留神,30
娘儿们,30
宝丫头,30
大哥,30
任,30
张罗,30
约,30
一瞧,30
惜春道,30
口内,30
不料,30
大门,30
安静,30
拦住,30
箱子,30
百般,30
两三个,30
恰好,30
一月,30
随便,30
嫁,30
栊,30
悲,30
转过,30
蔷,30
?,30
相见,30
宁国府,30
越性,30
接过,30
心内,30
孙子,30
日后,30
难得,30
讲究,30
荷包,30
之声,30
打量,30
趁,30
薛宝钗,30
惹,30
告,30
儿媳妇,30
惜,29
披,29
顽话,29
没人,29
我作,29
其中,29
宁府,29
唬得,29
意欲,29
惊动,29
热,29
薛家,29
我且,29
要知,29
要死,29
点子,29
晚,29
下面,29
问起,29
拍,29
桂花,29
题目,29
粥,29
调唆,29
每,29
那府,29
旨意,29
无不,29
一片,29
共,29
亲事,29
打扮,29
一心,29
有时,29
椅子,29
羞,29
心上,29
伤,29
理论,29
同着,29
痛哭,29
饭后,29
之心,29
重,29
蒋玉菡,29
劝解,29
回过,29
穷,29
几两,29
桃花,29
我家,28
说不出来,28
吹,28
院中,28
脸面,28
朋友,28
转,28
世人,28
句,28
等语,28
红玉,28
清楚,28
该死,28
终久,28
落,28
管事,28
空,28
剩下,28
兴头,28
桌子,28
细看,28
一家子,28
算是,28
没脸,28
贴,28
贾政又,28
何尝,28
道人,28
不提,28
二两,28
贾政笑,28
箸,28
衾,28
小红,28
王善保,28
那位,28
只求,28
尚,28
恍惚,28
抓,28
他些,28
烦恼,28
两口,28
甄家,28
难为,28
元妃,28
忒,28
翠,28
烫,28
此刻,28
闻,28
无话,28
挨,28
近,27
汗巾,27
大喜,27
撕,27
姑爷,27
惯,27
央告,27
虽是,27
袭人忙,27
去取,27
齐,27
往外,27
风,27
知县,27
杀,27
想不到,27
称,27
直,27
儿女,27
好人,27
由不得,27
我见,27
坐坐,27
一两,27
不止,27
当铺,27
可不,27
女尼,27
怔,27
一手,27
东边,27
一个月,27
赎,27
心想,27
逼,27
秋桐,27
怨,27
含笑,27
李十儿,27
手中,27
信儿,27
挪,27
吵嚷,27
往后,27
彩屏,27
满面,27
果见,27
得意,27
之中,26
取乐,26
五更,26
不问,26
翻,26
不题,26
性情,26
装,26
走上,26
诸,26
张华,26
撒谎,26
管家,26
犯,26
绝,26
升,26
解,26
可笑,26
房内,26
外边,26
一段,26
寂寞,26
智能,26
无可,26
有话,26
子们,26
治,26
那人道,26
眼前,26
诸人,26
从来,26
果真,26
一大,26
记挂着,26
打扫,26
无法,26
人道,26
福,26
伶俐,26
姥姥,26
议论,26
放着,26
照,26
之外,26
携,26
原该,25
深知,25
输,25
更觉,25
你老,25
对联,25
犹,25
若论,25
问宝玉,25
细说,25
熬,25
凤姐姐,25
主人,25
上前,25
退,25
摔,25
烟道,25
爬,25
府上,25
马道婆,25
招,25
摇头,25
侍书,25
房屋,25
料,25
立,25
贾芸道,25
傻,25
吃药,25
王子腾,25
嬷嬷,25
枉,25
一本,25
挽,25
打着,25
男女,25
一对,25
见面,25
此处,25
占,25
路,25
平,25
哭道,25
早饭,25
恩典,25
赐,25
益发,25
捶,25
匣子,25
想想,25
自幼,25
每每,25
遭,25
娶亲,25
形容,25
过于,25
几件,25
半晌,25
胭脂,25
平安,24
至此,24
路上,24
进园,24
张道士,24
王仁,24
身体,24
按着,24
安心,24
炕沿,24
其实,24
皮,24
院子,24
大笑,24
合家,24
奉,24
象是,24
懂得,24
深,24
倪二,24
图,24
伙计,24
极好,24
张家,24
臊,24
连日,24
等物,24
怕人,24
含泪,24
委曲,24
破,24
愁,24
水月庵,24
以及,24
拦,24
体统,24
闷闷,24
好笑,24
低,24
子弟,24
出事,24
聪明,24
省亲,24
砸,24
不大好,24
一家,24
禁不住,24
珍珠,24
混说,24
止住,24
金银,24
胡乱,24
分明,24
饿,24
生事,24
之类,24
盒子,24
收着,24
鲍二,24
说闲话,24
帖,24
人才,24
怎么着,24
玻璃,24
几样,24
人们,24
忙命,24
几处,24
一色,24
几乎,24
一遭,24
顽耍,23
惊,23
最是,23
真的,23
搂,23
不说,23
垂手,23
留心,23
方知,23
论理,23
误,23
妙玉道,23
现有,23
拌嘴,23
方子,23
标致,23
着手,23
私自,23
几,23
再三,23
轻,23
露出,23
孝顺,23
舅母,23
走走,23
妻,23
若有,23
现今,23
并未,23
终身,23
直到,23
帮着,23
小人,23
贾母房,23
搜,23
王太医,23
不妥,23
不堪,23
联道,23
不安,23
泪,23
雀儿,23
无心,23
出气,23
闻得,23
经过,23
省事,23
皇上,23
一宿,23
眼看,23
一只,23
身边,23
教训,23
两家,23
自觉,23
彩霞,23
两府,23
他来,23
件,23
号,23
为何,23
左右,23
丢下,23
不容,23
扎挣,23
丢开,23
贵妃,23
心肠,23
东府里,23
探,23
疑心,23
滚,23
听到,23
紫鹃笑,22
第一,22
十二个,22
天上,22
黛玉忙,22
既有,22
边,22
柳湘莲,22
真个,22
解劝,22
使用,22
故此,22
芙蓉,22
两声,22
不相干,22
清净,22
上车,22
方欲,22
搀,22
先是,22
一群,22
剪,22
果,22
肉,22
趁着,22
性命,22
琴,22
夜间,22
妙,22
不去,22
不小,22
身,22
情愿,22
口气,22
异常,22
三分,22
查,22
一篇,22
韵,22
无益,22
一生,22
男子,22
一套,22
随着,22
山坡,22
李氏,22
金荣,22
心来,22
正自,22
娘儿,22
遣,22
分派,22
说不得,22
风声,22
前面,22
漱,22
靠,22
闺阁,22
贾雨村,22
风月,22
黑,22
家伙,22
胆子,22
一说,22
家务,22
阴阳,22
齐全,22
欺负,22
叫做,22
铁槛,22
及至,22
没法儿,21
妾,21
取出,21
好象,21
没事,21
原要,21
看守,21
天地,21
罪,21
大有,21
对面,21
十倍,21
身后,21
邢岫烟,21
惟,21
香院,21
着眼,21
宝钗见,21
留着,21
这一,21
夫妇,21
镜子,21
等到,21
补,21
读,21
进门,21
不拘,21
贾政便,21
怄,21
你家,21
念佛,21
死活,21
倒要,21
一等,21
费心,21
痴,21
有何,21
颦,21
出入,21
馆来,21
准,21
一双,21
一出,21
拈,21
阴,21
过不去,21
城外,21
衣,21
雪雁道,21
正好,21
初,21
史,21
戴,21
怀里,21
王家,21
王,21
回避,21
顺着,21
因向,21
因叫,21
眼里,21
别管,21
一身,21
家常,21
一趟,21
面上,21
谢恩,21
倒把,21
送与,21
面前,21
只觉,21
个个,21
道谢,20
祖父,20
至于,20
依旧,20
仙,20
这病,20
古怪,20
黛,20
不论,20
并非,20
必有,20
细问,20
紫,20
泪痕,20
时侯,20
螃蟹,20
儿道,20
大凡,20
害怕,20
春燕,20
使人,20
解闷,20
枕,20
毡,20
时节,20
往里,20
消息,20
贾琏便,20
何妨,20
刚到,20
戳,20
州,20
奶娘,20
何人,20
不出,20
滴下,20
走出,20
待要,20
撒,20
二十两,20
一所,20
灰,20
目今,20
编,20
见识,20
有所,20
朝,20
耳,20
那知,20
廊,20
乐得,20
声音,20
无故,20
比如,20
裙子,20
夺,20
两眼,20
一包,20
纱,20
李纹,20
摸,20
心疼,20
奉承,20
蹲,20
秋,20
婶娘,20
相公,20
翻身,20
供,20
没良心,20
梨,20
飞,20
哭泣,20
插,20
正经事,20
贾蓉道,20
蕊,20
揉,20
递给,20
老先生,20
未曾,20
捆,20
眼色,20
作践,20
因命,20
喊,20
半碗,20
形景,20
一股,20
承,20
林家,20
忙乱,20
人回,20
代,20
一钟,20
房舍,19
平常,19
真心,19
进内,19
环,19
宁可,19
其余,19
帕子,19
当作,19
一块儿,19
后事,19
猴儿,19
问是,19
另外,19
去处,19
往常,19
中来,19
米,19
包,19
先时,19
性子,19
请教,19
走动,19
恕,19
承望,19
懒,19
陈设,19
蕙,19
万,19
宝钗忙,19
霜,19
叹息,19
不犯,19
单,19
来时,19
碟子,19
绛,19
办理,19
笔砚,19
侍立,19
贾母忙,19
浑身,19
院里,19
只知,19
那块,19
林,19
柳,19
帐子,19
稻香村,19
视,19
是从,19
诗社,19
____,19
本家,19
两次,19
诰命,19
瞧见,19
定要,19
墙,19
闹起来,19
经,19
两只,19
嗔,19
石头,19
耶,19
少时,19
早晚,19
西,19
自为,19
早就,19
舍不得,19
教导,19
怎,19
两句话,19
正月,19
次,19
干娘,19
吵,19
金玉,19
怔怔,19
有钱,19
男,19
母子,19
精致,19
就算,19
半个,19
设,19
送殡,19
几岁,19
因想,19
啼哭,19
学问,19
踢,19
其意,18
身旁,18
晓得,18
半,18
逛,18
怪不得,18
悲伤,18
扭,18
顾不得,18
十二,18
只不过,18
世交,18
邢大舅,18
脖子,18
先到,18
赦,18
算计,18
下流,18
完事,18
旧年,18
贾宝玉,18
拾,18
顽意儿,18
看家,18
擦,18
听宝玉,18
警幻,18
折,18
软,18
要求,18
变,18
芜苑,18
甚至,18
儿孙,18
睡不着,18
写字,18
这玉,18
提醒,18
宝钗因,18
免,18
何如,18
八个,18
口中,18
不比,18
固然,18
世袭,18
多谢,18
可怜见,18
只用,18
那天,18
入画,18
随后,18
一班,18
一眼,18
出神,18
一二,18
世上,18
文官,18
劝慰,18
从没,18
美人,18
有意,18
一干,18
倚,18
掐,18
出家,18
拐子,18
似乎,18
正闹,18
拟,18
前年,18
日间,18
斗篷,18
本事,18
К,18
默默,18
色,18
一向,18
两人,18
盖,18
好日子,18
早知,18
糟踏,18
之情,18
响,18
莫若,18
总是,18
盼,18
昨晚,18
之理,18
芸,18
加,18
生恐,18
这般光景,18
有限,18
几百,18
尚有,18
京,18
<,18
迎接,18
老实,18
关,18
紧,18
找到,18
玩,18
鲍,18
相好,18
齐备,18
家事,18
过后,18
一门,18
希罕,17
太医,17
好话,17
菊花,17
通共,17
即命,17
古今,17
成日家,17
明白人,17
李宫裁,17
不难,17
舅,17
不多时,17
狗儿,17
奔,17
大概,17
不胜,17
不迭,17
不语,17
所在,17
停,17
算不得,17
绮,17
趁早,17
唱戏,17
事务,17
点心,17
银两,17
人品,17
害臊,17
雇,17
凉,17
碧,17
急得,17
这时,17
左边,17
妃子,17
时辰,17
赶到,17
杯酒,17
田地,17
二家,17
不答,17
不时,17
顽去,17
奶子,17
更是,17
感激,17
违拗,17
揭,17
揖,17
扯,17
来历,17
锦,17
不定,17
吆喝,17
帖子,17
无妨,17
一桌,17
飞红,17
一旁,17
子侄,17
那人,17
鞋,17
那玉,17
扇,17
千万,17
打架,17
子来,17
一共,17
回答,17
想要,17
常常,17
好孩子,17
八月,17
分儿,17
!,17
服,17
为难,17
代儒,17
此言,17
火,17
温柔,17
说不出,17
之际,17
偏偏,17
保不住,17
题,17
封,17
自此,17
赞,17
说错,17
告假,17
病来,17
小太监,17
字迹,17
名儿,17
珠,17
之上,17
诗词,17
叙,17
自古,17
满脸,17
胡闹,17
日期,17
未及,17
洗手,17
三间,17
袄,17
微笑,17
服药,17
几声,17
亲近,17
族,17
拭泪,17
主,17
家下,17
学里,17
例,17
第二,16
看书,16
气色,16
安稳,16
汗,16
当真,16
嗤,16
尊重,16
倒不如,16
不配,16
不通,16
没来,16
庄家,16
屋里人,16
朦胧,16
世兄,16
夏,16
耍,16
吃些,16
大病,16
更衣,16
当年,16
上上下下,16
去世,16
文,16
喝命,16
捡,16
旺,16
趁势,16
拐,16
论,16
海疆,16
迎上来,16
婆娘,16
下处,16
艰难,16
向来,16
知己,16
走到,16
略略,16
过日子,16
宫里,16
王一贴,16
娘家,16
堆,16
儿来,16
若干,16
再有,16
魂魄,16
衙役,16
儿去,16
赶上,16
上次,16
红玉道,16
撑不住,16
辈,16
原委,16
应该,16
清,16
道喜,16
将军,16
丸药,16
愿,16
贾琏忙,16
贾政看,16
念头,16
可好,16
乱叫,16
